Unnamed: 0,canonical_smiles,molecule_chembl_id,pchembl_value,target_chembl_id,target_pref_name,value
202369,Cl.CC(C)N(CCC(=O)c1ccc2ccccc2c1)Cc3ccccc3,CHEMBL538798,4.4,CHEMBL2835,Tyrosine-protein kinase JAK1,-4.4
202370,C=CC(=O)c1ccc2ccccc2c1,CHEMBL154580,4.7,CHEMBL2835,Tyrosine-protein kinase JAK1,-4.7
202371,CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c1C,CHEMBL535,8.04,CHEMBL2835,Tyrosine-protein kinase JAK1,0.0092
202372,CN(C)[C@H]1CCCN(C1)c2ccc(cc2NC(=O)c3cc(ccc3F)C#Cc4cnc(N)nc4)C(F)(F)F,CHEMBL386637,5.89,CHEMBL2835,Tyrosine-protein kinase JAK1,1300.0
202374,CC(C)(C)c1nc2c3ccc(F)cc3c4C(=O)NC=Cc4c2[nH]1,CHEMBL21156,7.82,CHEMBL2835,Tyrosine-protein kinase JAK1,15.0
202375,C[C@@H]1CCN(C[C@@H]1N(C)c2ncnc3[nH]ccc23)C(=O)CC#N,CHEMBL221959,6.95,CHEMBL2835,Tyrosine-protein kinase JAK1,112.0
202378,Oc1ccc(\C=C(/C#N)\C(=O)NCc2ccccc2)cc1O,CHEMBL56543,5.47,CHEMBL2835,Tyrosine-protein kinase JAK1,3380.0
202379,CN1CCN(CC1)c2ccc3nc([nH]c3c2)C4=C(N)c5c(F)cccc5NC4=O,CHEMBL522892,6.42,CHEMBL2835,Tyrosine-protein kinase JAK1,380.0
202380,Nc1nc(Nc2ccc(cc2)S(=O)(=O)N)nn1C(=O)c3c(F)cccc3F,CHEMBL191003,7.68,CHEMBL2835,Tyrosine-protein kinase JAK1,21.0
202381,Cc1[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c(C)c1C(=O)NC[C@H](O)CN4CCOCC4,CHEMBL1721885,7.01,CHEMBL2835,Tyrosine-protein kinase JAK1,97.0
