Unnamed: 0,canonical_smiles,molecule_chembl_id,pchembl_value,target_chembl_id,target_pref_name,value
173195,[Br-].Oc1cc2cccc[n+]2c3ccccc13,CHEMBL368363,4.3,CHEMBL2095191,Casein kinase II,0.05
173196,[Cl-].Oc1cc2cccc[n+]2c3c(Cl)cccc13,CHEMBL175225,5.3,CHEMBL2095191,Casein kinase II,0.005
173197,[Cl-].Oc1cc2cccc[n+]2c3cc(Cl)ccc13,CHEMBL426225,4.41,CHEMBL2095191,Casein kinase II,0.039
173198,[Cl-].Nc1cc2cccc[n+]2c3cccc(Cl)c13,CHEMBL367301,4.08,CHEMBL2095191,Casein kinase II,0.084
173199,[Cl-].Nc1cc2cccc[n+]2c3c(Cl)cccc13,CHEMBL177154,4.3,CHEMBL2095191,Casein kinase II,0.05
173200,[Cl-].Nc1cc2cccc[n+]2c3cc(Cl)ccc13,CHEMBL174643,4.62,CHEMBL2095191,Casein kinase II,0.024
173201,[Cl-].Oc1cc2cccc[n+]2c3cccc(Cl)c13,CHEMBL367928,4.75,CHEMBL2095191,Casein kinase II,0.018000000000000002
173202,[Cl-].Oc1cc2cccc[n+]2c3ccccc13,CHEMBL171993,4.37,CHEMBL2095191,Casein kinase II,0.043
173203,[Cl-].Nc1cc2cccc[n+]2c3ccccc13,CHEMBL172908,4.0,CHEMBL2095191,Casein kinase II,0.1
173204,COc1ccc2[nH]c3cnccc3c2c1Br,CHEMBL310975,5.7,CHEMBL2095191,Casein kinase II,2.0
173205,Clc1cccc(Nc2cncc(n2)c3cncc(NCCCn4cccn4)c3)c1,CHEMBL371169,5.09,CHEMBL2095191,Casein kinase II,8.1
173206,Clc1cccc(Nc2cncc(n2)c3cncc(NCCCn4cncn4)c3)c1,CHEMBL372657,5.14,CHEMBL2095191,Casein kinase II,7.2
173207,COC(=O)c1cc2c(C)n[nH]c2s1,CHEMBL200586,4.42,CHEMBL2095191,Casein kinase II,38.0
173208,Cc1n[nH]c2sc(C(=O)N)c(NC(=O)Nc3ccccc3)c12,CHEMBL199996,4.96,CHEMBL2095191,Casein kinase II,11.0
