Unnamed: 0,canonical_smiles,molecule_chembl_id,pchembl_value,target_chembl_id,target_pref_name,value
125843,COc1cc2ncn(c3cc(OCC4CCCO4)c(C#N)s3)c2cc1OC,CHEMBL375787,6.1,CHEMBL3529,Inhibitor of nuclear factor kappa B kinase epsilon subunit,-6.1
125844,COc1cc2ncn(c3cc(OCc4ccc(cc4)S(=O)(=O)C)c(C#N)s3)c2cc1OC,CHEMBL219711,5.3,CHEMBL3529,Inhibitor of nuclear factor kappa B kinase epsilon subunit,-5.3
125845,COc1cc2ncn(c3cc(O[C@H](C)c4ccccc4Cl)c(C#N)s3)c2cc1OC,CHEMBL376262,5.8,CHEMBL3529,Inhibitor of nuclear factor kappa B kinase epsilon subunit,-5.8
125846,COc1cc2ncn(c3cc(OCc4ccc(cc4)C(=O)N)c(C#N)s3)c2cc1OC,CHEMBL375115,4.9,CHEMBL3529,Inhibitor of nuclear factor kappa B kinase epsilon subunit,-4.9
125847,COc1cc2ncn(c3cc(OCCN4CCCCC4)c(C#N)s3)c2cc1OC,CHEMBL223425,5.3,CHEMBL3529,Inhibitor of nuclear factor kappa B kinase epsilon subunit,-5.3
125848,N#Cc1sc(cc1OCc2ccccc2)n3cnc4ccccc34,CHEMBL221063,6.0,CHEMBL3529,Inhibitor of nuclear factor kappa B kinase epsilon subunit,-6.0
125849,COc1cc2ncn(c3cc(OCC4CC4)c(C#N)s3)c2cc1OC,CHEMBL375379,5.5,CHEMBL3529,Inhibitor of nuclear factor kappa B kinase epsilon subunit,-5.5
125850,COc1cc2ncn(c3cc(O)c(C#N)s3)c2cc1OC,CHEMBL219992,5.6,CHEMBL3529,Inhibitor of nuclear factor kappa B kinase epsilon subunit,-5.6
125851,COc1cc2ncn(c3cc(OCCN4CCOCC4)c(C#N)s3)c2cc1OC,CHEMBL219845,5.8,CHEMBL3529,Inhibitor of nuclear factor kappa B kinase epsilon subunit,-5.8
125852,COc1cc2ncn(c3cc(OCc4ccccc4S(=O)(=O)C)c(C#N)s3)c2cc1OC,CHEMBL373751,7.4,CHEMBL3529,Inhibitor of nuclear factor kappa B kinase epsilon subunit,-7.4
125853,COc1cc2ncn(c3cc(O[C@H](C)c4ccccc4C(F)(F)F)c(C#N)s3)c2cc1OC,CHEMBL220145,5.4,CHEMBL3529,Inhibitor of nuclear factor kappa B kinase epsilon subunit,-5.4
125854,COc1cc2c(cc1OCCCO)ncn2c3cc(OCc4ccccc4C(F)(F)F)c(C#N)s3,CHEMBL220090,7.6,CHEMBL3529,Inhibitor of nuclear factor kappa B kinase epsilon subunit,-7.599999999999999
