Unnamed: 0,canonical_smiles,molecule_chembl_id,pchembl_value,target_chembl_id,target_pref_name,value
18191,CNC(=O)c1sc(cc1NC(=O)Nc2ccc(C)cc2)C(C)(C)C,CHEMBL18754,5.31,CHEMBL1906,Serine/threonine-protein kinase RAF,4.9
18192,COC(=O)c1sc(cc1NC(=O)Nc2ccc(O)cc2)C(C)(C)C,CHEMBL279560,4.82,CHEMBL1906,Serine/threonine-protein kinase RAF,15.0
18193,COC(=O)c1sc(cc1NC(=O)Nc2ccn(n2)C(C)C)C(C)(C)C,CHEMBL95114,4.8,CHEMBL1906,Serine/threonine-protein kinase RAF,16.0
18194,COC(=O)c1sc(cc1NC(=O)Nc2ccc(C)cc2)C(C)(C)C,CHEMBL279377,5.77,CHEMBL1906,Serine/threonine-protein kinase RAF,1.7
18195,COC(=O)c1sc(cc1NC(=O)Nc2nnc(s2)C(F)(F)F)C(C)(C)C,CHEMBL316315,5.18,CHEMBL1906,Serine/threonine-protein kinase RAF,6.6
18196,COC(=O)c1sc(cc1NC(=O)Nc2ccc(C)cc2)C(C)C,CHEMBL18848,5.4,CHEMBL1906,Serine/threonine-protein kinase RAF,4.0
18197,Cc1ccc(NC(=O)Nc2cc(sc2CN)C(C)(C)C)cc1,CHEMBL92934,4.89,CHEMBL1906,Serine/threonine-protein kinase RAF,13.0
18198,CCOC(=O)c1sc(cc1NC(=O)Nc2ccc(C)cc2)C(C)(C)C,CHEMBL275580,5.22,CHEMBL1906,Serine/threonine-protein kinase RAF,6.0
18199,COC(=O)c1sc(cc1NC(=O)Nc2ccc(N)cc2)C(C)(C)C,CHEMBL18942,4.75,CHEMBL1906,Serine/threonine-protein kinase RAF,18.0
18200,COC(=O)c1sc(cc1NC(=O)Nc2ccc(C)c(C)c2)C(C)(C)C,CHEMBL96260,4.82,CHEMBL1906,Serine/threonine-protein kinase RAF,15.0
18201,COC(=O)c1sc(cc1NC(=O)Nc2ccn(Cc3ccccc3)n2)C(C)(C)C,CHEMBL317109,4.92,CHEMBL1906,Serine/threonine-protein kinase RAF,12.0
18202,OC1Nc2ccc(I)cc2C1=Cc3cc(Br)c(O)c(Br)c3,CHEMBL1794051,8.05,CHEMBL1906,Serine/threonine-protein kinase RAF,9.0
18203,COC(=O)c1sc(cc1NC(=O)Nc2cccc(C)c2)C(C)(C)C,CHEMBL94581,4.7,CHEMBL1906,Serine/threonine-protein kinase RAF,20.0
18204,COC(=O)c1oc(cc1NC(=O)Nc2ccc(C)cc2)C(C)(C)C,CHEMBL278719,5.52,CHEMBL1906,Serine/threonine-protein kinase RAF,3.0
18205,COC(=O)c1sc(cc1NC(=O)Nc2cccc(Cl)c2)C(C)(C)C,CHEMBL321312,4.66,CHEMBL1906,Serine/threonine-protein kinase RAF,22.0
18206,COC(=O)c1sc(cc1NC(=O)Nc2ccc(C)s2)C(C)(C)C,CHEMBL317611,5.43,CHEMBL1906,Serine/threonine-protein kinase RAF,3.7
