Unnamed: 0,canonical_smiles,molecule_chembl_id,pchembl_value,target_chembl_id,target_pref_name,value
96294,COc1cc2c(ncnc2cc1OCCCN3CCC(C)CC3)N4CCN(CC4)C(=O)Nc5ccc(OC(C)C)cc5,CHEMBL330863,6.89,CHEMBL1974,Tyrosine-protein kinase receptor FLT3,0.128
96295,COc1cc2c(ncnc2cc1OCCCN3CCCCC3)N4CCN(CC4)C(=O)Nc5ccc(OC(C)C)cc5,CHEMBL124660,6.66,CHEMBL1974,Tyrosine-protein kinase receptor FLT3,0.22
96296,COc1cc2c(ncnc2cc1OCCCN3CCCCC3C)N4CCN(CC4)C(=O)Nc5ccc(cc5)C#N,CHEMBL126699,5.06,CHEMBL1974,Tyrosine-protein kinase receptor FLT3,8.79
96297,COc1cc2c(ncnc2cc1OCCCN3CCC(C)CC3)N4CCN(CC4)C(=O)Nc5ccc(cc5)C#N,CHEMBL445636,5.72,CHEMBL1974,Tyrosine-protein kinase receptor FLT3,1.91
96298,COCCOc1cc2ncnc(N3CCN(CC3)C(=O)Nc4ccc(OC(C)C)cc4)c2cc1OC,CHEMBL124035,6.35,CHEMBL1974,Tyrosine-protein kinase receptor FLT3,0.45
96299,COc1cc2c(ncnc2cc1OCCCN3CCOCC3)N4CCN(CC4)C(=O)Nc5ccc(OC(C)C)cc5,CHEMBL125898,7.4,CHEMBL1974,Tyrosine-protein kinase receptor FLT3,0.04
96301,COc1cc2c(ncnc2cc1OCCCN3CCCCC3C)N4CCN(CC4)C(=O)Nc5ccc(OC(C)C)cc5,CHEMBL107599,6.7,CHEMBL1974,Tyrosine-protein kinase receptor FLT3,0.2
96302,COc1cc2c(ncnc2cc1OCCN3CCCCC3)N4CCN(CC4)C(=O)Nc5ccc(OC(C)C)cc5,CHEMBL444064,7.16,CHEMBL1974,Tyrosine-protein kinase receptor FLT3,0.07
96303,CC(C)OCc1ccc2c(c1)c3c4CNC(=O)c4c5c(Cc6ccccc56)c3n2CCCO,CHEMBL150894,8.8,CHEMBL1974,Tyrosine-protein kinase receptor FLT3,1.6
96304,COc1cc2ncnc(N3CCN(CC3)C(=O)Nc4ccc(cc4)[N+](=O)[O-])c2cc1OC,CHEMBL99743,5.48,CHEMBL1974,Tyrosine-protein kinase receptor FLT3,3.3
96305,COc1cc2ncnc(N3CCN(CC3)C(=O)Nc4ccc(cc4)C(C)C)c2cc1OC,CHEMBL104067,7.3,CHEMBL1974,Tyrosine-protein kinase receptor FLT3,0.05
96306,COc1cc2ncnc(N3CCN(CC3)C(=O)Nc4ccc(Oc5ccccc5)cc4)c2cc1OC,CHEMBL102346,6.64,CHEMBL1974,Tyrosine-protein kinase receptor FLT3,0.23
96307,COc1cc2ncnc(N3CCN(CC3)C(=O)Nc4ccc(Br)cc4)c2cc1OC,CHEMBL323336,4.94,CHEMBL1974,Tyrosine-protein kinase receptor FLT3,11.4
96308,COc1cc2ncnc(N3CCN(CC3)C(=O)Nc4ccc(cc4)C#N)c2cc1OC,CHEMBL106966,4.71,CHEMBL1974,Tyrosine-protein kinase receptor FLT3,19.7
96309,Cl.COc1cc2ncnc(N3CCN(CC3)C(=O)Nc4ccsc4)c2cc1OC,CHEMBL553824,5.15,CHEMBL1974,Tyrosine-protein kinase receptor FLT3,7.02
96310,COc1cc2ncnc(N3CCN(CC3)\C(=N/Cc4ccc5OCOc5c4)\S)c2cc1OC,CHEMBL102301,4.83,CHEMBL1974,Tyrosine-protein kinase receptor FLT3,14.9
96311,Cc1cccc(NC(=O)Nc2ccc(cc2)c3csc4ncnc(N)c34)c1,CHEMBL196363,8.7,CHEMBL1974,Tyrosine-protein kinase receptor FLT3,2.0
96312,Cc1sc2ncnc(N)c2c1c3ccc(NC(=O)Nc4cc(ccc4F)C(F)(F)F)cc3,CHEMBL381207,7.57,CHEMBL1974,Tyrosine-protein kinase receptor FLT3,27.0
96313,Cc1cccc(NC(=O)Nc2ccc(c(F)c2)c3csc4ncnc(N)c34)c1,CHEMBL425749,8.0,CHEMBL1974,Tyrosine-protein kinase receptor FLT3,10.0
96314,Cc1cccc(NC(=O)Nc2ccc(c(Cl)c2)c3csc4ncnc(N)c34)c1,CHEMBL371332,7.23,CHEMBL1974,Tyrosine-protein kinase receptor FLT3,59.0
96315,COc1cc(NC(=O)Nc2cccc(C)c2)ccc1c3csc4ncnc(N)c34,CHEMBL194366,6.85,CHEMBL1974,Tyrosine-protein kinase receptor FLT3,140.0
96316,Cc1cccc(NC(=O)Nc2ccc(cc2F)c3csc4ncnc(N)c34)c1,CHEMBL371510,7.17,CHEMBL1974,Tyrosine-protein kinase receptor FLT3,67.0
96317,Cc1cccc(NC(=O)Nc2ccc(cc2Cl)c3csc4ncnc(N)c34)c1,CHEMBL196615,6.16,CHEMBL1974,Tyrosine-protein kinase receptor FLT3,700.0
96318,COc1cc(ccc1NC(=O)Nc2cccc(C)c2)c3csc4ncnc(N)c34,CHEMBL370545,6.89,CHEMBL1974,Tyrosine-protein kinase receptor FLT3,130.0
96319,Cc1cccc(NC(=O)Nc2ccc3C4C(CCc3c2)Sc5ncnc(N)c45)c1,CHEMBL262468,7.44,CHEMBL1974,Tyrosine-protein kinase receptor FLT3,36.0
96320,CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c1C,CHEMBL535,9.1,CHEMBL1974,Tyrosine-protein kinase receptor FLT3,0.0008
96322,CN(C)C[C@@H]1CCn2cc(C3=C(C(=O)NC3=O)c4cn(CCO1)c5ccccc45)c6ccccc26,CHEMBL91829,6.57,CHEMBL1974,Tyrosine-protein kinase receptor FLT3,0.27
96323,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,CHEMBL1336,7.7,CHEMBL1974,Tyrosine-protein kinase receptor FLT3,0.02
96324,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35,CHEMBL388978,8.74,CHEMBL1974,Tyrosine-protein kinase receptor FLT3,0.0018
96325,Cc1ccc(cc1)n2nc(cc2NC(=O)Nc3ccc(OCCN4CCOCC4)c5ccccc35)C(C)(C)C,CHEMBL103667,5.89,CHEMBL1974,Tyrosine-protein kinase receptor FLT3,1.3
96326,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC4CCN(C)CC4,CHEMBL24828,5.92,CHEMBL1974,Tyrosine-protein kinase receptor FLT3,1.2
