Unnamed: 0,canonical_smiles,molecule_chembl_id,pchembl_value,target_chembl_id,target_pref_name,value
156556,CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c1C,CHEMBL535,6.42,CHEMBL3788,Serine/threonine-protein kinase PLK4,0.38
156557,CN(C)C[C@@H]1CCn2cc(C3=C(C(=O)NC3=O)c4cn(CCO1)c5ccccc45)c6ccccc26,CHEMBL91829,6.43,CHEMBL3788,Serine/threonine-protein kinase PLK4,0.37
156558,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,CHEMBL1336,5.47,CHEMBL3788,Serine/threonine-protein kinase PLK4,3.4
156559,CN1CC[C@@H]([C@H](O)C1)c2c(O)cc(O)c3C(=O)C=C(Oc23)c4ccccc4Cl,CHEMBL428690,5.51,CHEMBL3788,Serine/threonine-protein kinase PLK4,3.1
156560,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35,CHEMBL388978,9.12,CHEMBL3788,Serine/threonine-protein kinase PLK4,0.00075
156561,Oc1c2ccccc2c3N=Nc4cccc1c34,CHEMBL1725279,6.11,CHEMBL3788,Serine/threonine-protein kinase PLK4,0.77
156562,CN1CCN(Cc2ccc(cc2)C(=O)Nc3ccc(C)c(Nc4nccc(n4)c5cccnc5)c3)CC1,CHEMBL941,5.05,CHEMBL3788,Serine/threonine-protein kinase PLK4,9.0
156563,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC4CCN(C)CC4,CHEMBL24828,5.82,CHEMBL3788,Serine/threonine-protein kinase PLK4,1.5
156565,COc1cc(cc(OC)c1OC)C2=C(C(=O)NC2=O)c3c[nH]c4ccccc34,CHEMBL201511,6.0,CHEMBL3788,Serine/threonine-protein kinase PLK4,0.99
156566,COc1ccc(cc1)C2=C(C(=O)NC2)c3cn(C)c4ccccc34,CHEMBL507056,4.34,CHEMBL3788,Serine/threonine-protein kinase PLK4,46.0
156567,COc1ccc(cc1)C2=C(C(=O)NC2)c3c[nH]c4ccccc34,CHEMBL452812,4.92,CHEMBL3788,Serine/threonine-protein kinase PLK4,12.0
156568,COc1cc(cc(OC)c1OC)C2=C(C(=O)NC2)c3cn(C)c4ccccc34,CHEMBL509435,5.04,CHEMBL3788,Serine/threonine-protein kinase PLK4,9.2
156569,COc1cc(cc(OC)c1OC)C2=C(CNC2=O)c3cn(CC(O)CO)c4ccccc34,CHEMBL453593,4.8,CHEMBL3788,Serine/threonine-protein kinase PLK4,16.0
156570,COc1cc(cc(OC)c1OC)C2=C(CNC2=O)c3cn(CC4COC(C)(C)O4)c5ccccc35,CHEMBL509635,4.64,CHEMBL3788,Serine/threonine-protein kinase PLK4,23.0
156571,COc1cc(cc(OC)c1OC)C2=C(CNC2=O)c3cn(COc4ccccc4)c5ccccc35,CHEMBL488811,5.05,CHEMBL3788,Serine/threonine-protein kinase PLK4,9.0
156572,COc1cc(cc(OC)c1OC)C2=C(CNC2=O)c3cn(COC(C)(C)C)c4ccccc34,CHEMBL488646,4.55,CHEMBL3788,Serine/threonine-protein kinase PLK4,28.0
156573,COc1cc(cc(OC)c1OC)C2=C(CNC2=O)c3cn(COC(C)C)c4ccccc34,CHEMBL488645,4.36,CHEMBL3788,Serine/threonine-protein kinase PLK4,44.0
156574,CCOCn1cc(C2=C(C(=O)NC2)c3cc(OC)c(OC)c(OC)c3)c4ccccc14,CHEMBL529217,4.46,CHEMBL3788,Serine/threonine-protein kinase PLK4,35.0
156575,COc1cc(cc(OC)c1OC)C2=C(C(=O)NC2)c3c[nH]c4ccccc34,CHEMBL521201,5.11,CHEMBL3788,Serine/threonine-protein kinase PLK4,7.7
156576,COc1cc(cc(OC)c1OC)C2=C(CNC2=O)c3c[nH]c4ccccc34,CHEMBL529663,5.0,CHEMBL3788,Serine/threonine-protein kinase PLK4,10.0
156577,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(Sc4ccc(NC(=O)C5CC5)cc4)n2,CHEMBL572878,8.05,CHEMBL3788,Serine/threonine-protein kinase PLK4,9.0
156578,CCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1,CHEMBL215152,5.33,CHEMBL3788,Serine/threonine-protein kinase PLK4,4700.0
156579,CN(c1ccc2c(C)n(C)nc2c1)c3ccnc(Nc4ccc(C)c(c4)S(=O)(=O)N)n3,CHEMBL477772,6.54,CHEMBL3788,Serine/threonine-protein kinase PLK4,290.0
156581,Nc1nc(Nc2ccc(cc2)S(=O)(=O)N)nn1C(=O)c3c(F)cccc3F,CHEMBL191003,6.92,CHEMBL3788,Serine/threonine-protein kinase PLK4,120.0
